,age,dependents,employment_years,annual_income,city_tier,loan_amount,loan_tenure_months,interest_rate,monthly_income,monthly_expenses,existing_loan_count,existing_loan_amount,monthly_emi,savings_balance,total_assets,total_liabilities,credit_history_months,num_credit_accounts,total_credit_limit,total_outstanding,previous_defaults,late_payments_12m,missed_payments_12m,active_loans,closed_loans,dti,emi_to_income,credit_utilization,loan_to_income,proposed_emi,post_loan_dti,savings_to_income,net_worth,leverage_ratio,disposable_income,months_of_runway,delinquency_rate,has_prior_default,credit_history_years,accounts_per_year,active_loan_ratio,employment_stability,income_per_dependent
net_worth,-0.20766164632531547,-0.016997661964777845,-0.20016208014464199,-0.1655299397397649,0.02901881061094837,-0.0690587591707813,0.0002298492348712503,0.003688003883809723,-0.1629166906118588,-0.18437294676292348,-0.1420194421895996,-0.26213491650058834,-0.2620935322150431,0.05380867875944572,0.277700991416461,-0.6967049058051272,-0.21785608880191876,-0.17165328319156054,-0.38506230165899774,-0.7057726249786869,0.012252844342285301,0.003747157008260581,0.016773026005604097,-0.10731748694464924,-0.1790676403541464,-0.1688583242444548,-0.18054350328144605,-0.5366092689152783,0.0010276967916195273,-0.10059221520991536,-0.09613402155366658,0.204420724193698,1.0,-0.5855455883837177,0.008340663753640334,0.20658619828619673,0.06959012420733902,0.010224777383187585,-0.2178560888019215,0.08471885140308373,0.023451815862495284,-0.013145705251248597,-0.1093311303353383
leverage_ratio,0.11777201464422474,0.01009528067511823,0.10825201876958603,0.03704489273375945,-0.005097629570625397,0.013409127668755924,0.001457876456509002,-0.001450860431786207,0.035543672217432556,0.04751578629215257,0.08907636538157662,0.10342171855421144,0.10332366441816594,-0.12967426118184097,-0.28954908182656397,0.31316090819487596,0.12062947937164277,0.09728366052640475,0.14384240757662206,0.3190293909707528,-0.008840642096338842,0.0005061904045963786,-0.007868780247009502,0.06594884403535307,0.09883448551609743,0.10747731302771299,0.11555365362313602,0.35697234099159775,0.001255593784495174,0.020789489716723182,0.0612969794427755,-0.23032806992923577,-0.5855455883837177,1.0,-0.03404192025654867,-0.21775346302803825,-0.038630092948220625,-0.009662325682583326,0.120629479371644,-0.048274249753961905,-0.0070003703171295445,0.005929054327759478,0.023622252086404345
disposable_income,0.0963110572548335,-0.07025868472148865,0.13351717135481594,0.7349137690906014,-0.14879882535477995,0.3065977708719112,0.0012152258415389318,-0.0018489217747448112,0.750822543027714,0.5073488384218269,-0.26262979919223084,0.03446732658538602,0.03219018346513537,0.5650427192835143,0.5476144373900297,0.4013787438994778,0.0994106996409513,0.07339522725200438,0.6129943376836156,0.422638849281658,-0.002959519641543348,-0.0023878089278458934,0.0010759679173373664,-0.20325856640075698,0.08187624642438023,-0.5776269293901497,-0.3534272535783771,-0.10141676342876786,-0.013307193963601634,0.42545116912934144,-0.33547017037172655,0.03584153213875736,0.008340663753640334,-0.03404192025654867,1.0,0.1954160944139883,-0.029046790715907336,-0.003394797596668519,0.09941069964095152,-0.040226649718211875,-0.16856355147061608,0.014835469726147786,0.6104918441555653
months_of_runway,-0.005948822627771596,-0.08182628815905943,-0.0009578108173961149,-0.0066248800852905295,0.005024462071034532,-0.003285935047993478,0.004874567062652195,0.0011885160215571156,-0.006353365855219826,-0.135576433770083,-0.04916207360559978,-0.044931031426891005,-0.04534665227399604,0.5495053149784332,0.11428142767846654,-0.10143162967213906,-0.0025069339280215062,0.0004153135812306018,-0.00697822674355388,-0.10177735478128498,0.010290516512226545,-0.0030960466751727193,0.009524195615461691,-0.04276075490561645,0.0020349789668540736,-0.35847850582084984,-0.065978911228588,-0.1929487068911199,0.0025859555718892604,-0.006403746073036271,-0.20238338868667713,0.9090317966279421,0.20658619828619673,-0.21775346302803825,0.1954160944139883,1.0,-0.002728452770107404,0.011337601192460797,-0.00250693392802133,0.005171824972256489,-0.023191690877175507,-0.0021012099096941457,0.03932223072554249
delinquency_rate,-0.26838100584705665,-0.001796371709609383,-0.24699378492221566,-0.04045762640249452,0.0012921963755489834,-0.016077893056111608,0.0012954839598312495,0.15841882318095699,-0.04043851636919975,-0.03594019253083717,-0.0042870569604618975,-0.028839113073616345,-0.02856521389455722,-0.026201120109234557,-0.027123382162351314,-0.08316829558355672,-0.28482155661328906,-0.3342667070652807,-0.10244088279760387,-0.08465797563715666,0.19831004998599017,0.5536074025039724,0.4959919720444054,3.0102157269837114e-05,-0.23655954799838835,-0.0013700557957669205,-0.005772681767530188,-0.006032749010641156,-0.001218318860517374,-0.006582457673978435,0.02173843034652006,0.0003095759696660532,0.06959012420733902,-0.038630092948220625,-0.029046790715907336,-0.002728452770107404,1.0,0.17669767720515225,-0.28482155661328823,0.05254761197847694,0.1735616278652721,-0.007947022708574175,-0.032305001458403614
has_prior_default,-0.009198786387789138,-0.002840915592292675,-0.01107989121877604,0.002441304956411215,0.011594110017005327,-0.004753248334077995,-0.007303018300202834,0.14995009094500397,0.0025255495751728744,0.005120665979972924,0.008619396471813338,0.0044604870286331765,0.004321803443881189,0.011368602477845283,0.009498199816731775,-0.002151359996798692,-0.00894475250711771,-0.009695983672721469,-0.0015315135517583083,-0.0029476281116972793,0.8404214446827306,0.1964508100839202,0.1914151493232228,0.01043431600575691,-0.0067629829795275605,0.00607747396917609,0.00756593475722781,-0.006957156573054376,-0.006054031359649944,0.01715898975920816,0.023851936734955666,0.011652852917906775,0.010224777383187585,-0.009662325682583326,-0.003394797596668519,0.011337601192460797,0.17669767720515225,1.0,-0.00894475250711761,0.0066910710957111515,0.006115982176953054,-0.007077169841384632,-0.0007839604361585102
credit_history_years,0.9188143071524424,0.00048492019383165414,0.8353076147561334,0.1359948720014501,-0.0005021516289854505,0.06056252276339206,0.004481020980800576,-0.0018729978321160834,0.13563061561143583,0.12668897956929004,0.003734242453215774,0.07308075562499812,0.07383845527398444,0.09249414439929965,0.09904119355235104,0.27091450412269225,1.0000000000000093,0.7610988919033612,0.3445930986951913,0.27884960121693436,-0.007577686898106859,0.001338925486662236,-0.003907404645338605,0.003022729257910154,0.803149009623529,0.00034726821199928843,0.00580598650995245,0.0016928068086354325,0.004241805741053519,0.08226419488084732,0.0005973136506843311,-0.004639424180015353,-0.2178560888019215,0.120629479371644,0.09941069964095152,-0.00250693392802133,-0.28482155661328823,-0.00894475250711761,1.0,-0.4363007275738831,-0.4061601463859222,0.03093207162736408,0.10008033416541139
accounts_per_year,-0.38455282471355395,0.004076166027525872,-0.3490309245127244,-0.05360689589042547,0.0008886306492110395,-0.02824820022821064,-0.008738106335187696,0.0020833555704034223,-0.053094994066601814,-0.04761184597373285,-0.008208518746706604,-0.0320124291029145,-0.03191753820366793,-0.03383240243470426,-0.03993115391338125,-0.10640968465000483,-0.4363007275738716,-0.07595114997104128,-0.1348872602563345,-0.1089826931775307,0.005578801986669247,-0.00763546921143491,4.2782831865173436e-05,-0.0120578780117317,-0.33398538606213296,-0.0003712796459327342,-0.00842838363776009,-0.0021812209204485644,-0.006876066377620397,-0.03475912059170554,-0.002972625698560679,0.008584296517445904,0.08471885140308373,-0.048274249753961905,-0.040226649718211875,0.005171824972256489,0.05254761197847694,0.0066910710957111515,-0.4363007275738831,1.0,0.27344600849028056,-0.01600969856223542,-0.041568636928808
active_loan_ratio,-0.38661037685308103,0.008516000101857593,-0.35027826409903123,-0.046662230403871824,-0.0028992971659668933,-0.02163213218023675,-0.004369018684568028,0.004582464154315291,-0.046923571680190644,-0.04102650625708881,0.4934683243278529,0.24746622674673538,0.24648019755818623,-0.043770359844603764,-0.03766212847525174,-0.04932551816756123,-0.40616014638592285,-0.3183319590983374,-0.1362744002274823,-0.09064033350692152,0.003008255365245358,0.0029534720682469354,0.007719604670341199,0.6389706050118135,-0.4622324826748165,0.24200674388812687,0.38400449327942665,0.043278131881644845,-0.0026667989680743006,-0.029457920357759265,0.13341148038443926,-0.021274589988085336,0.023451815862495284,-0.0070003703171295445,-0.16856355147061608,-0.023191690877175507,0.1735616278652721,0.006115982176953054,-0.4061601463859222,0.27344600849028056,1.0,-0.012328088485525092,-0.04122406274261762
employment_stability,-0.08539901375903002,-0.0015411128925935374,0.15174743226082227,0.02731117102872982,-0.0011968973569896936,0.015346217420895052,0.005647532066687285,-0.002070482831456559,0.026781706253895705,0.028786644656986403,0.002277059244839608,0.01341337277435869,0.013658706296400175,0.02296799978669113,0.018561035514859787,0.025744720156759115,0.030932071627363732,0.022284746206306418,0.029695532479439336,0.025543685391784754,-0.004419867884377366,-0.0003508920772216601,0.0017242752854518904,0.0009475262975354492,0.02244344506068179,0.004828479612648481,-0.0017766779647907787,2.0679012570110442e-05,0.004804102675979553,0.014706018921902127,0.0013556009522934476,0.0018972843466747982,-0.013145705251248597,0.005929054327759478,0.014835469726147786,-0.0021012099096941457,-0.007947022708574175,-0.007077169841384632,0.03093207162736408,-0.01600969856223542,-0.012328088485525092,1.0,0.018654529376436895
income_per_dependent,0.0965633251978919,-0.5060212365419211,0.13482948558680855,0.7385155850122151,-0.1450650689411207,0.3103218198556779,0.0007532319719826046,-0.00984926475892755,0.7417369650589578,0.6528541746167673,0.002086946945934549,0.38015366054037875,0.38017735060033736,0.5356410300326835,0.5435260257728141,0.5047096022802754,0.1000803341654095,0.07903630235822247,0.6194421902627006,0.4823595853748894,-0.0008557217427430317,-0.009431614998636,-0.0010347587954614153,0.00245773657350246,0.07985502025561572,-0.08037048722178788,-0.00132936880169116,-0.019221523516354363,-0.012062835786512146,0.4292296184019845,-0.05284613281258592,0.002071878392374696,-0.1093311303353383,0.023622252086404345,0.6104918441555653,0.03932223072554249,-0.032305001458403614,-0.0007839604361585102,0.10008033416541139,-0.041568636928808,-0.04122406274261762,0.018654529376436895,1.0
